id,state,name
966,Tamil Nadu,Tiruttani
967,Tamil Nadu,Tiruvannamalai
968,Tamil Nadu,Tiruvethipuram
969,Tamil Nadu,Tittakudi
970,Tamil Nadu,Udhagamandalam
971,Tamil Nadu,Udumalaipettai
972,Tamil Nadu,Unnamalaikadai
973,Tamil Nadu,Usilampatti
974,Tamil Nadu,Uthamapalayam
975,Tamil Nadu,Uthiramerur
976,Tamil Nadu,Vadakkuvalliyur
977,Tamil Nadu,Vadalur
978,Tamil Nadu,Vadipatti
979,Tamil Nadu,Valparai
980,Tamil Nadu,Vandavasi
981,Tamil Nadu,Vaniyambadi
982,Tamil Nadu,Vedaranyam
983,Tamil Nadu,Vellakoil
984,Tamil Nadu,Vellore
985,Tamil Nadu,Vikramasingapuram
986,Tamil Nadu,Viluppuram
987,Tamil Nadu,Virudhachalam
988,Tamil Nadu,Virudhunagar
989,Tamil Nadu,Viswanatham
990,Telangana,Adilabad
991,Telangana,Bellampalle
992,Telangana,Bhadrachalam
993,Telangana,Bhainsa
994,Telangana,Bhongir
995,Telangana,Bodhan
996,Telangana,Farooqnagar
997,Telangana,Gadwal
998,Telangana,Hyderabad
999,Telangana,Jagtial
1000,Telangana,Jangaon
1001,Telangana,Kagaznagar
1002,Telangana,Kamareddy
1003,Telangana,Karimnagar
1004,Telangana,Khammam
1005,Telangana,Koratla
1006,Telangana,Kothagudem
1007,Telangana,Kyathampalle
1008,Telangana,Mahbubnagar
1009,Telangana,Mancherial
1010,Telangana,Mandamarri
1011,Telangana,Manuguru
1012,Telangana,Medak
1013,Telangana,Miryalaguda
1014,Telangana,Nagarkurnool
1015,Telangana,Narayanpet
1016,Telangana,Nirmal
1017,Telangana,Nizamabad
1018,Telangana,Palwancha
1019,Telangana,Ramagundam
1020,Telangana,Sadasivpet
1021,Telangana,Sangareddy
1022,Telangana,Siddipet
1023,Telangana,Sircilla
1024,Telangana,Suryapet
1025,Telangana,Tandur
1026,Telangana,Vikarabad
1027,Telangana,Wanaparthy
1028,Telangana,Warangal
1029,Telangana,Yellandu
1030,Tripura,Agartala
1031,Tripura,Belonia
1032,Tripura,Dharmanagar
1033,Tripura,Kailasahar
1034,Tripura,Khowai
1035,Tripura,Pratapgarh
1036,Tripura,Udaipur
1037,Uttar Pradesh,Achhnera
1038,Uttar Pradesh,Agra
1039,Uttar Pradesh,Aligarh
1040,Uttar Pradesh,Allahabad
1041,Uttar Pradesh,Amroha
1042,Uttar Pradesh,Azamgarh
1043,Uttar Pradesh,Bahraich
1044,Uttar Pradesh,Chandausi
1045,Uttar Pradesh,Etawah
1046,Uttar Pradesh,Fatehpur Sikri
1047,Uttar Pradesh,Firozabad
1048,Uttar Pradesh,Hapur
1049,Uttar Pradesh,Hardoi 
1050,Uttar Pradesh,Jhansi
1051,Uttar Pradesh,Kalpi
1052,Uttar Pradesh,Kanpur
1053,Uttar Pradesh,Khair
1054,Uttar Pradesh,Laharpur
1055,Uttar Pradesh,Lakhimpur
1056,Uttar Pradesh,Lal Gopalganj Nindaura
1057,Uttar Pradesh,Lalganj
1058,Uttar Pradesh,Lalitpur
1059,Uttar Pradesh,Lar
1060,Uttar Pradesh,Loni
1061,Uttar Pradesh,Lucknow
1062,Uttar Pradesh,Mathura
1063,Uttar Pradesh,Meerut
1064,Uttar Pradesh,Modinagar
1065,Uttar Pradesh,Moradabad
1066,Uttar Pradesh,Nagina
1067,Uttar Pradesh,Najibabad
1068,Uttar Pradesh,Nakur
1069,Uttar Pradesh,Nanpara
1070,Uttar Pradesh,Naraura
1071,Uttar Pradesh,Naugawan Sadat
1072,Uttar Pradesh,Nautanwa
1073,Uttar Pradesh,Nawabganj
1074,Uttar Pradesh,Nehtaur
1075,Uttar Pradesh,Niwai
1076,Uttar Pradesh,Noida
1077,Uttar Pradesh,Noorpur
1078,Uttar Pradesh,Obra
1079,Uttar Pradesh,Orai
1080,Uttar Pradesh,Padrauna
1081,Uttar Pradesh,Palia Kalan
1082,Uttar Pradesh,Parasi
1083,Uttar Pradesh,Phulpur
1084,Uttar Pradesh,Pihani
1085,Uttar Pradesh,Pilibhit
1086,Uttar Pradesh,Pilkhuwa
1087,Uttar Pradesh,Powayan
1088,Uttar Pradesh,Pukhrayan
1089,Uttar Pradesh,Puranpur
1090,Uttar Pradesh,PurqUrban Agglomerationzi
1091,Uttar Pradesh,Purwa
1092,Uttar Pradesh,Rae Bareli
1093,Uttar Pradesh,Rampur
1094,Uttar Pradesh,Rampur Maniharan
1095,Uttar Pradesh,Rasra
1096,Uttar Pradesh,Rath
1097,Uttar Pradesh,Renukoot
1098,Uttar Pradesh,Reoti
1099,Uttar Pradesh,Robertsganj
1100,Uttar Pradesh,Rudauli
1101,Uttar Pradesh,Rudrapur
1102,Uttar Pradesh,Sadabad
1103,Uttar Pradesh,Safipur
1104,Uttar Pradesh,Saharanpur
1105,Uttar Pradesh,Sahaspur
1106,Uttar Pradesh,Sahaswan
1107,Uttar Pradesh,Sahawar
1108,Uttar Pradesh,Sahjanwa
1109,Uttar Pradesh,Saidpur
1110,Uttar Pradesh,Sambhal
1111,Uttar Pradesh,Samdhan
1112,Uttar Pradesh,Samthar
1113,Uttar Pradesh,Sandi
1114,Uttar Pradesh,Sandila
1115,Uttar Pradesh,Sardhana
1116,Uttar Pradesh,Seohara
1117,Uttar Pradesh,"Shahabad, Hardoi"
1118,Uttar Pradesh,"Shahabad, Rampur"
1119,Uttar Pradesh,Shahganj
1120,Uttar Pradesh,Shahjahanpur
1121,Uttar Pradesh,Shamli
1122,Uttar Pradesh,"Shamsabad, Agra"
1123,Uttar Pradesh,"Shamsabad, Farrukhabad"
1124,Uttar Pradesh,Sherkot
1125,Uttar Pradesh,"Shikarpur, Bulandshahr"
1126,Uttar Pradesh,Shikohabad
1127,Uttar Pradesh,Shishgarh
1128,Uttar Pradesh,Siana
1129,Uttar Pradesh,Sikanderpur
1130,Uttar Pradesh,Sikandra Rao
1131,Uttar Pradesh,Sikandrabad
1132,Uttar Pradesh,Sirsaganj
1133,Uttar Pradesh,Sirsi
1134,Uttar Pradesh,Sitapur
1135,Uttar Pradesh,Soron
1136,Uttar Pradesh,Sultanpur
1137,Uttar Pradesh,Sumerpur
1138,Uttar Pradesh,SUrban Agglomerationr
1139,Uttar Pradesh,Tanda
1140,Uttar Pradesh,Thakurdwara
1141,Uttar Pradesh,Thana Bhawan
1142,Uttar Pradesh,Tilhar
1143,Uttar Pradesh,Tirwaganj
1144,Uttar Pradesh,Tulsipur
1145,Uttar Pradesh,Tundla
1146,Uttar Pradesh,Ujhani
1147,Uttar Pradesh,Unnao
1148,Uttar Pradesh,Utraula
1149,Uttar Pradesh,Varanasi
1150,Uttar Pradesh,Vrindavan
1151,Uttar Pradesh,Warhapur
1152,Uttar Pradesh,Zaidpur
1153,Uttar Pradesh,Zamania
1154,Uttarakhand,Bageshwar
1155,Uttarakhand,Dehradun
1156,Uttarakhand,Haldwani-cum-Kathgodam
1157,Uttarakhand,Hardwar
1158,Uttarakhand,Kashipur
1159,Uttarakhand,Manglaur
1160,Uttarakhand,Mussoorie
1161,Uttarakhand,Nagla
1162,Uttarakhand,Nainital
1163,Uttarakhand,Pauri
1164,Uttarakhand,Pithoragarh
1165,Uttarakhand,Ramnagar
1166,Uttarakhand,Rishikesh
1167,Uttarakhand,Roorkee
1168,Uttarakhand,Rudrapur
1169,Uttarakhand,Sitarganj
1170,Uttarakhand,Srinagar
1171,Uttarakhand,Tehri
1172,West Bengal,Adra
1173,West Bengal,AlipurdUrban Agglomerationr
1174,West Bengal,Arambagh
1175,West Bengal,Asansol
1176,West Bengal,Baharampur
1177,West Bengal,Balurghat
1178,West Bengal,Bankura
1179,West Bengal,Darjiling
1180,West Bengal,English Bazar
1181,West Bengal,Gangarampur
1182,West Bengal,Habra
1183,West Bengal,Hugli-Chinsurah
1184,West Bengal,Jalpaiguri
1185,West Bengal,Jhargram
1186,West Bengal,Kalimpong
1187,West Bengal,Kharagpur
1188,West Bengal,Kolkata
1189,West Bengal,Mainaguri
1190,West Bengal,Malda
1191,West Bengal,Mathabhanga
1192,West Bengal,Medinipur
1193,West Bengal,Memari
1194,West Bengal,Monoharpur
1195,West Bengal,Murshidabad
1196,West Bengal,Nabadwip
1197,West Bengal,Naihati
1198,West Bengal,Panchla
1199,West Bengal,PandUrban Agglomeration
1200,West Bengal,Paschim Punropara
1201,West Bengal,Purulia
1202,West Bengal,Raghunathganj
1203,West Bengal,Raghunathpur
1204,West Bengal,Raiganj
1205,West Bengal,Rampurhat
1206,West Bengal,Ranaghat
1207,West Bengal,Sainthia
1208,West Bengal,Santipur
1209,West Bengal,Siliguri
1210,West Bengal,Sonamukhi
1211,West Bengal,Srirampore
1212,West Bengal,Suri
1213,West Bengal,Taki
1214,West Bengal,Tamluk
1215,West Bengal,Tarakeswar
